Hour, Charge
0.0, 0.395719178082
0.5, 0.395684931507
1.0, 0.395684931507
1.5, 0.395684931507
2.0, 0.395684931507
2.5, 0.395684931507
3.0, 0.395684931507
3.5, 0.395684931507
4.0, 0.395684931507
4.5, 0.395684931507
5.0, 0.395616438356
5.5, 0.395616438356
6.0, 0.395821917808
6.5, 0.397397260274
7.0, 0.401678082192
7.5, 0.407534246575
8.0, 0.412191780822
8.5, 0.414760273973
9.0, 0.417363013699
9.5, 0.418698630137
10.0, 0.419657534247
10.5, 0.420410958904
11.0, 0.421061643836
11.5, 0.422123287671
12.0, 0.42345890411
12.5, 0.424520547945
13.0, 0.425
13.5, 0.42602739726
14.0, 0.427226027397
14.5, 0.428664383562
15.0, 0.429691780822
15.5, 0.427773972603
16.0, 0.42448630137
16.5, 0.420376712329
17.0, 0.418904109589
17.5, 0.417773972603
18.0, 0.408356164384
18.5, 0.400445205479
19.0, 0.396130136986
19.5, 0.395753424658
20.0, 0.395753424658
20.5, 0.395719178082
21.0, 0.395719178082
21.5, 0.395719178082
22.0, 0.395719178082
22.5, 0.395719178082
23.0, 0.395719178082
23.5, 0.395719178082
