Hour, Charge
0.0, 0.345993150685
0.5, 0.34595890411
1.0, 0.345924657534
1.5, 0.345924657534
2.0, 0.345924657534
2.5, 0.345924657534
3.0, 0.345924657534
3.5, 0.345924657534
4.0, 0.345924657534
4.5, 0.345924657534
5.0, 0.346746575342
5.5, 0.347979452055
6.0, 0.351643835616
6.5, 0.355273972603
7.0, 0.359383561644
7.5, 0.364143835616
8.0, 0.367842465753
8.5, 0.370136986301
9.0, 0.371609589041
9.5, 0.371301369863
10.0, 0.370993150685
10.5, 0.370924657534
11.0, 0.372157534247
11.5, 0.372773972603
12.0, 0.37345890411
12.5, 0.374965753425
13.0, 0.37595890411
13.5, 0.376849315068
14.0, 0.377602739726
14.5, 0.37897260274
15.0, 0.378356164384
15.5, 0.374691780822
16.0, 0.372773972603
16.5, 0.370308219178
17.0, 0.369280821918
17.5, 0.368904109589
18.0, 0.358321917808
18.5, 0.350821917808
19.0, 0.347705479452
19.5, 0.347397260274
20.0, 0.347191780822
20.5, 0.346678082192
21.0, 0.346575342466
21.5, 0.34647260274
22.0, 0.346438356164
22.5, 0.346198630137
23.0, 0.346130136986
23.5, 0.34602739726
