Hour, Charge
0.0, 0.00164383561644
0.5, 0.00164383561644
1.0, 0.00157534246575
1.5, 0.00157534246575
2.0, 0.00157534246575
2.5, 0.00157534246575
3.0, 0.00150684931507
3.5, 0.00150684931507
4.0, 0.00150684931507
4.5, 0.00150684931507
5.0, 0.00184931506849
5.5, 0.00253424657534
6.0, 0.00441780821918
6.5, 0.00698630136986
7.0, 0.00969178082192
7.5, 0.0135273972603
8.0, 0.0170205479452
8.5, 0.02
9.0, 0.0218493150685
9.5, 0.0228767123288
10.0, 0.0236643835616
10.5, 0.025
11.0, 0.0266095890411
11.5, 0.0291780821918
12.0, 0.0319520547945
12.5, 0.0349315068493
13.0, 0.0382191780822
13.5, 0.0410273972603
14.0, 0.0428767123288
14.5, 0.0442123287671
15.0, 0.0450342465753
15.5, 0.0422945205479
16.0, 0.0392465753425
16.5, 0.0359931506849
17.0, 0.0336643835616
17.5, 0.0318150684932
18.0, 0.0197602739726
18.5, 0.00948630136986
19.0, 0.00287671232877
19.5, 0.00178082191781
20.0, 0.00178082191781
20.5, 0.00178082191781
21.0, 0.00171232876712
21.5, 0.00171232876712
22.0, 0.00171232876712
22.5, 0.00171232876712
23.0, 0.00164383561644
23.5, 0.00164383561644
