Hour, Charge
0.0, 0.476883561644
0.5, 0.476849315068
1.0, 0.476849315068
1.5, 0.476095890411
2.0, 0.476095890411
2.5, 0.476095890411
3.0, 0.476095890411
3.5, 0.476095890411
4.0, 0.476095890411
4.5, 0.476095890411
5.0, 0.476061643836
5.5, 0.476061643836
6.0, 0.477636986301
6.5, 0.47904109589
7.0, 0.4825
7.5, 0.486301369863
8.0, 0.490924657534
8.5, 0.492294520548
9.0, 0.493767123288
9.5, 0.492945205479
10.0, 0.492054794521
10.5, 0.492363013699
11.0, 0.491849315068
11.5, 0.491780821918
12.0, 0.491746575342
12.5, 0.490856164384
13.0, 0.491917808219
13.5, 0.493082191781
14.0, 0.493356164384
14.5, 0.496369863014
15.0, 0.498664383562
15.5, 0.500787671233
16.0, 0.502191780822
16.5, 0.502226027397
17.0, 0.50147260274
17.5, 0.500787671233
18.0, 0.498082191781
18.5, 0.488732876712
19.0, 0.480102739726
19.5, 0.477191780822
20.0, 0.477123287671
20.5, 0.477123287671
21.0, 0.477123287671
21.5, 0.477123287671
22.0, 0.477123287671
22.5, 0.477123287671
23.0, 0.477123287671
23.5, 0.477123287671
