Hour, Charge
0.0, 0.0255821917808
0.5, 0.0255479452055
1.0, 0.0253082191781
1.5, 0.0251712328767
2.0, 0.0250684931507
2.5, 0.0250342465753
3.0, 0.0247945205479
3.5, 0.0246575342466
4.0, 0.0245547945205
4.5, 0.0245205479452
5.0, 0.0247260273973
5.5, 0.0255479452055
6.0, 0.0265410958904
6.5, 0.0279794520548
7.0, 0.0296232876712
7.5, 0.0322945205479
8.0, 0.0344178082192
8.5, 0.0371232876712
9.0, 0.0392465753425
9.5, 0.0406849315068
10.0, 0.0428082191781
10.5, 0.0450342465753
11.0, 0.0468150684932
11.5, 0.048698630137
12.0, 0.0509589041096
12.5, 0.0526369863014
13.0, 0.0562328767123
13.5, 0.0597602739726
14.0, 0.0630136986301
14.5, 0.0652054794521
15.0, 0.0654109589041
15.5, 0.0626369863014
16.0, 0.0601712328767
16.5, 0.058595890411
17.0, 0.0579452054795
17.5, 0.0577739726027
18.0, 0.0464383561644
18.5, 0.0328767123288
19.0, 0.0268493150685
19.5, 0.0267123287671
20.0, 0.0266438356164
20.5, 0.0265753424658
21.0, 0.0263356164384
21.5, 0.026198630137
22.0, 0.026095890411
22.5, 0.0260616438356
23.0, 0.0258219178082
23.5, 0.0256849315068
